tag,image_url,emotion
seas-and-oceans,https://uploads0.wikiart.org/images/alexey-bogolyubov/the-battle-of-gangut-july-27-1714-1877.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads3.wikiart.org/images/ivan-aivazovsky/the-ruins-of-pompeii-1889.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads7.wikiart.org/images/maurice-prendergast/rainbow.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads2.wikiart.org/images/ivan-aivazovsky/battle-of-steamship-vesta-and-turkish-ironclad-1877.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads4.wikiart.org/images/albert-bierstadt/gosnold-at-cuttyhunk-1858.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads0.wikiart.org/images/gustave-loiseau/cliffs-in-normandy-evening-1909.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/sea-1895.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads2.wikiart.org/images/lev-lagorio/landscape-with-seagulls-1889.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/storm-at-sea-1873.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads2.wikiart.org/images/ivan-bilibin/illustration-for-the-book-russian-school-of-painting-illustration-for-the-epic-sadko-a-rich-1907(1).jpg!Large.jpg,Sadness
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/russian-turkish-sea-battle-of-sinop-on-18th-november-1853-1853.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads7.wikiart.org/images/henri-edmond-cross/toulon-winter-morning-1907.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads3.wikiart.org/images/ivan-aivazovsky/calm-sea-rocky-coast-1860.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads2.wikiart.org/images/ivan-aivazovsky/moon-night-1885.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads0.wikiart.org/images/eugene-boudin/le-havre-avent-port-1866.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads6.wikiart.org/images/eugene-boudin/the-port-of-deauville.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads2.wikiart.org/images/ivan-aivazovsky/the-rescue-1857.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads8.wikiart.org/images/eugene-boudin/the-commerce-basin-le-havre-1892.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads5.wikiart.org/images/albert-bierstadt/study-for-gosnold-at-cuttyhunk-1858.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads0.wikiart.org/images/paul-signac/regatta-in-concarneau-1891.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads0.wikiart.org/images/ivan-aivazovsky/bracing-the-waves-1890.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads6.wikiart.org/images/maurice-prendergast/long-beach-1923.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/malta-valetto-harbour-1844.jpg!Large.jpg,Sadness
seas-and-oceans,https://uploads4.wikiart.org/images/gustave-loiseau/cliffs-at-saint-jouin-1908.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads4.wikiart.org/images/john-constable/rainstorm-over-the-sea-1828.jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/ingermanland-1876.jpg!Large.jpg,Fear
seas-and-oceans,https://uploads6.wikiart.org/images/paul-signac/antibes-the-towers-1911.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads8.wikiart.org/images/eugene-delacroix/african-pirates-abducting-a-young-woman-1852(1).jpg!Large.jpg,Disgust
seas-and-oceans,https://uploads0.wikiart.org/images/ivan-aivazovsky/seascape-1878.jpg!Large.jpg,Anger
seas-and-oceans,https://uploads6.wikiart.org/images/ivan-aivazovsky/first-train-in-feodosia-1892.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-bilibin/king-of-the-seas-1911.jpg,Disgust
seas-and-oceans,https://uploads8.wikiart.org/images/maurice-prendergast/salem-harbor-no-1.jpg!Large.jpg,Neutral
seas-and-oceans,https://uploads6.wikiart.org/images/gustave-courbet/seascape-the-poplar.jpg!Large.jpg,Anger
seas-and-oceans,https://uploads4.wikiart.org/images/richard-parkes-bonington/shipping-off-the-coast-of-kent-1825.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads4.wikiart.org/images/ivan-aivazovsky/constantinople-sunset-1899.jpg!Large.jpg,Optimism
seas-and-oceans,https://uploads0.wikiart.org/images/eugene-boudin/the-deauville-basin-1891.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads8.wikiart.org/images/ilya-mashkov/sunbathing-in-the-crimea.jpg!Large.jpg,Joy
seas-and-oceans,https://uploads0.wikiart.org/images/ivan-aivazovsky/view-on-the-capri-1845.jpg!Large.jpg,Neutral
